"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1132035030323",1,2,1,2,2,4,6,6,6,6,6,4,2,2,2,2,3,3,4,2
"1132035060059",5,1,1,2,1,3,4,5,6,6,4,3,2,1,2,2,4,5,6,6
"1132036003697",3,3,2,2,2,2,2,3,6,6,4,2,2,2,2,3,2,3,6,6
"1132036073789",3,3,3,3,6,6,5,3,2,2,2,2,2,3,3,3,3,3,3,2
"1132037048171",6,6,5,3,2,1,1,2,3,6,6,5,4,2,2,2,1,3,4,5
"1132038044922",3,6,6,5,3,2,1,1,1,2,4,6,6,6,3,2,1,1,1,4
"1132040044395",1,2,4,6,6,4,4,2,1,1,2,3,5,6,5,6,5,2,2,1
"1132041045122",2,3,3,3,6,6,3,3,3,2,2,2,3,3,4,4,3,2,3,2
"1132042020170",6,6,5,4,2,1,1,2,2,3,6,6,5,4,2,2,1,2,3,5
"1132042025490",2,4,3,5,6,6,5,5,4,5,5,6,4,3,2,1,1,1,1,1
"1132044003475",3,2,3,2,2,3,5,5,5,5,3,2,2,2,3,3,5,6,6,4
"1132044010506",2,1,1,1,2,3,5,6,6,3,2,1,2,2,2,4,6,6,6,4
"1132046008490",5,6,6,5,3,2,1,1,2,3,5,6,6,4,3,2,1,1,2,3
"1132046032057",4,2,2,3,3,3,2,3,3,6,6,3,3,3,2,1,2,2,3,6
"1132047046369",2,2,2,3,6,6,6,3,2,2,2,2,2,3,5,5,4,2,2,2
"1132052047646",5,6,6,4,3,2,1,1,3,3,2,2,3,3,5,5,5,5,5,4
"1132055009846",4,3,2,2,1,2,4,6,6,5,4,2,2,1,2,3,3,5,6,5
"1132055046699",6,6,6,4,2,1,1,1,2,4,6,6,6,4,2,1,1,1,2,5
"1132056056716",5,5,4,4,5,6,4,4,3,2,2,2,1,2,1,1,3,5,5,5
"1132056059643",3,3,6,5,2,2,2,3,2,3,2,3,6,5,4,2,3,2,2,3
"1132057000950",5,5,6,4,5,5,3,1,1,1,1,2,2,3,4,5,4,4,5,4
"1132059002064",5,2,2,3,2,1,1,1,3,3,3,3,3,4,5,6,6,6,5,5
"1132069029787",1,1,2,4,6,6,6,3,2,1,1,3,3,5,5,6,5,3,2,2
"1132070037010",3,5,6,6,5,3,1,1,1,2,3,5,6,6,4,3,2,1,1,2
"1132070050792",4,4,5,5,5,4,2,2,1,2,5,6,6,4,4,3,2,1,2,2
"1132072034818",5,3,1,2,1,1,2,1,2,2,2,4,5,5,5,6,5,6,6,5
"1132074056743",1,1,2,5,5,6,6,3,5,2,1,1,3,5,6,6,6,5,2,1
"1132075030539",3,1,1,1,3,5,5,6,5,4,2,2,3,2,3,4,6,6,5,4
"1132076005320",6,6,5,3,2,1,1,2,4,5,6,6,6,3,2,1,1,2,2,4
"1132078030537",2,2,2,2,4,3,3,1,2,3,2,3,2,4,6,6,6,3,2,2
"1132079044686",6,6,6,6,5,3,1,1,1,1,1,1,2,2,3,4,5,6,6,6
"1132079045478",4,5,6,6,3,2,1,1,1,2,4,6,6,6,5,2,2,2,2,2
"1132081041188",3,4,4,4,6,4,5,4,4,4,4,3,3,2,2,2,2,2,3,3
"1132081047108",4,6,6,5,3,2,2,1,2,3,4,6,6,5,3,4,1,1,2,2
"1132081052585",6,5,3,3,2,1,2,2,4,5,5,4,4,3,3,2,2,3,5,5
"1132082056853",4,5,5,5,5,5,6,5,4,3,2,2,1,1,1,1,2,3,3,4
"1132082065648",3,4,6,6,6,4,2,1,2,1,2,3,5,6,6,4,2,1,1,1
"1132082085663",3,1,4,4,4,5,5,6,6,5,5,6,4,4,4,2,1,1,1,1
"1132084069168",NA,NA,NA,5,5,6,6,6,5,5,5,4,1,1,1,1,2,2,3,NA
"1132103041621",1,2,5,6,6,5,2,2,1,1,2,3,5,6,6,4,2,1,1,1
"1132103070672",4,2,1,1,1,2,5,6,6,3,5,4,1,1,2,3,5,6,6,6
"1132103082823",2,2,4,6,6,6,3,2,1,1,2,3,4,6,6,5,3,2,1,1
"1132104018989",5,5,5,1,1,1,2,5,6,5,6,6,3,2,1,2,2,2,5,6
"1132104021893",1,2,4,6,6,6,4,2,1,1,2,2,3,6,6,5,3,2,1,1
"1132104029335",1,2,2,3,3,6,6,5,2,2,2,2,2,3,3,5,6,5,3,2
"1132105019275",6,6,4,3,2,2,2,2,3,2,6,6,5,3,2,3,2,2,2,3
"1132105024353",2,3,3,3,2,2,2,3,6,6,3,3,2,2,2,2,3,3,6,5
"1132105055098",6,6,3,2,1,1,2,3,4,6,6,5,3,2,1,1,1,3,5,6
"1132105090305",6,6,6,5,3,3,1,1,1,1,1,2,2,3,5,5,5,6,6,6
"1132109039623",4,6,6,6,4,2,1,1,1,2,3,6,6,6,4,2,1,1,1,2
"1135003055056",1,1,3,5,6,6,5,2,2,1,1,2,2,3,6,6,5,3,2,1
"1135003058463",5,6,6,6,4,3,2,1,1,2,3,5,6,6,4,2,2,1,1,1
"1135005074067",4,3,3,3,3,2,2,3,2,4,6,4,4,3,4,3,3,3,3,3
"1135007030344",6,6,6,5,2,1,1,2,1,4,6,6,6,3,2,2,1,1,3,3
"1135007056639",2,2,2,3,6,6,6,5,2,1,2,2,2,3,3,4,4,3,2,2
"1135008045095",6,6,3,2,2,2,2,2,2,5,6,6,5,2,2,2,2,2,2,2
"1135008045911",4,3,1,1,1,2,3,5,6,6,5,2,1,1,1,2,4,5,6,6
"1135008047752",6,5,5,3,2,1,2,2,3,5,6,6,5,3,2,3,1,2,3,5
"1135009021000",1,2,2,2,4,6,6,5,2,2,1,1,3,4,6,6,6,2,3,2
"1135009028129",3,3,4,6,3,3,3,2,2,3,3,6,6,5,5,2,3,2,1,4
"1135009069424",5,6,6,1,2,2,1,2,2,3,4,6,4,6,5,2,1,3,4,4
"1135012001856",2,4,6,6,5,4,3,1,2,1,2,4,4,6,6,4,3,1,1,2
"1135012032615",2,5,6,6,3,2,2,1,1,2,3,6,6,6,5,3,2,1,1,2
"1135013077025",2,3,5,6,6,6,3,1,2,1,2,2,5,5,6,5,3,2,1,1
"1135014029223",6,6,5,4,2,1,1,1,3,5,6,6,5,4,2,1,2,3,4,5
"1135014031311",2,1,2,1,2,5,6,6,6,5,3,1,1,2,2,2,5,6,5,3
"1135014047401",6,6,6,6,4,3,2,1,3,4,4,5,2,2,5,3,1,3,2,2
"1135014048998",2,5,6,5,3,2,1,1,2,4,6,6,6,5,4,4,3,1,1,2
"1135015035921",2,3,6,5,1,3,3,2,2,2,3,4,6,5,3,3,3,3,3,3
"1135015071624",2,3,4,5,5,5,3,3,1,1,2,3,4,6,6,6,4,2,1,1
"1135015089687",6,6,3,2,1,1,2,2,3,6,6,6,4,2,2,1,2,3,3,5
"1135016002142",1,1,1,2,4,6,6,6,4,2,1,1,2,2,4,6,6,6,3,2
"1135016039253",3,6,6,6,5,4,3,2,1,2,2,4,6,6,5,3,2,1,1,2
"1135017059663",5,6,6,5,4,2,1,1,1,2,5,6,6,6,4,2,1,1,2,2
"1135017074435",4,6,6,5,5,4,2,2,2,1,1,4,6,6,4,3,2,2,3,2
"1135017082234",5,5,6,6,5,5,5,2,2,1,1,1,1,2,3,4,3,4,4,5
"1135017095320",6,6,5,2,1,1,2,2,3,5,6,6,4,2,1,1,2,2,3,5
"1135018004330",1,2,3,5,6,6,5,3,2,2,1,3,4,5,6,6,5,1,2,2
"1135018012181",3,2,1,1,1,1,1,1,2,3,4,5,6,6,6,6,6,6,5,5
"1135018095015",6,2,3,4,3,3,3,2,3,6,6,2,2,2,3,3,3,2,3,6
"1135020026279",2,2,1,2,3,4,4,3,2,2,2,2,2,4,6,6,6,5,2,3
"1135031027928",5,3,2,1,2,2,3,5,6,4,3,2,2,1,1,3,3,6,6,6
"1135031045068",6,5,2,1,1,1,2,4,6,6,6,5,4,2,1,1,1,4,5,6
"1135031089910",6,6,6,4,2,1,1,1,2,4,6,6,6,5,3,1,1,1,2,4
"1135032012873",1,2,2,2,5,6,6,4,2,1,2,2,2,4,6,6,6,4,2,2
"1135032021083",3,1,1,1,2,4,6,6,6,6,3,2,1,2,2,4,5,6,6,4
"1135032035214",6,3,2,2,2,2,3,3,3,5,6,3,2,2,3,3,3,2,2,4
"1135032065228",2,4,6,6,4,4,2,2,1,2,2,3,5,6,6,4,2,2,3,3
"1135033004439",1,1,2,3,5,6,6,5,3,2,1,1,2,3,5,6,6,5,3,2
"1135033024774",2,2,3,3,3,6,3,5,4,4,4,5,6,2,2,5,4,2,2,1
"1135033072129",3,5,5,3,5,4,5,5,5,4,2,2,1,4,2,2,2,3,4,4
"1135033088460",2,6,4,5,6,5,4,3,2,2,2,2,3,4,5,4,3,5,2,2
"1135034002735",2,1,2,2,2,4,6,6,6,3,2,1,1,2,2,3,6,6,5,2
"1135034057618",6,6,6,4,3,1,2,1,3,4,6,6,6,4,2,1,1,2,3,3
"1135034059673",1,1,2,1,3,4,5,6,6,6,6,6,4,4,2,1,1,2,2,2
"1135035020103",3,5,6,6,3,2,1,1,2,2,4,6,6,6,4,2,2,1,1,2
"1135035046016",4,6,6,6,5,3,1,1,1,3,4,5,6,5,4,2,1,2,1,2
"1135035062031",5,3,3,2,2,2,2,4,6,6,5,3,2,2,2,2,2,3,6,6
"1135035078993",3,4,4,5,4,3,2,2,1,4,2,2,4,3,4,5,4,6,3,6
"1135037012437",1,2,4,6,6,6,4,2,1,1,2,2,3,6,6,6,4,2,1,1
"1135037024878",1,1,2,3,6,6,6,4,2,1,1,1,2,3,5,6,6,4,2,1
"1135038005673",3,3,3,2,2,2,2,3,3,3,2,2,2,2,2,3,3,5,6,6
"1135040012079",5,4,2,2,2,2,4,4,5,6,6,2,2,2,1,1,4,5,5,5
"1135041031199",5,6,5,5,3,1,1,1,2,4,6,6,6,5,3,2,1,2,2,4
"1135046003113",2,3,6,6,6,4,2,1,1,1,2,4,6,6,6,4,2,2,1,1
"1135049014279",2,5,6,6,6,3,1,1,1,2,4,5,6,6,5,3,1,1,1,3
"1135050000439",2,3,4,5,5,6,6,6,6,6,4,4,3,2,1,1,1,1,1,2
"1135054029052",4,4,4,5,5,5,4,1,2,1,2,4,5,5,6,5,3,1,1,1
"1135058004585",1,1,2,3,5,6,6,5,3,2,1,1,1,3,4,5,6,6,3,2
"1135066020490",3,4,4,5,5,6,6,6,6,5,4,3,2,1,1,1,1,1,2,2
"1135070011474",2,6,6,3,3,2,2,2,2,2,3,6,6,3,2,2,2,2,2,3
"1135070070460",3,4,5,6,6,6,6,6,6,4,3,2,2,1,1,1,2,2,2,2
"1135071030770",5,4,2,1,1,1,1,1,2,2,2,3,4,5,6,6,6,6,6,6
"1135072027203",6,6,6,6,6,4,3,2,1,1,1,1,1,1,2,3,3,4,5,5
"1135072048639",4,1,1,2,2,2,4,6,6,5,3,3,2,1,2,3,4,5,6,6
"1135073055919",6,5,3,2,1,2,1,2,4,6,6,4,3,3,2,1,2,3,4,6
"1135074079567",3,1,2,4,3,3,5,4,6,5,5,5,2,3,2,5,4,2,3,3
"1135075014292",6,6,4,2,2,1,2,3,5,6,6,5,4,3,1,1,1,2,4,6
"1135075039916",6,6,6,5,6,4,2,1,1,1,1,1,1,2,2,5,5,5,6,6
"1135076030509",6,4,4,2,1,2,3,3,5,5,6,4,3,2,2,1,3,2,6,5
"1135077015657",4,6,6,6,6,6,5,4,2,3,1,1,1,1,1,2,2,3,4,5
"1135077032566",1,2,1,2,4,5,6,5,4,2,1,1,2,2,5,6,6,6,4,2
"1135077043182",2,1,1,2,2,5,6,6,5,3,2,1,2,2,2,4,6,6,6,3
"1135078020542",3,2,2,3,4,4,5,6,6,6,5,3,2,2,1,1,2,3,5,3
"1135078076188",4,3,1,2,2,3,4,5,6,6,4,2,1,1,2,4,5,6,6,4
"1135079006805",2,4,5,5,4,4,3,2,2,1,3,3,5,6,6,5,5,4,2,1
"1135079093693",3,3,6,6,5,4,2,2,3,4,2,3,3,6,3,2,2,2,2,2
"1135080082611",3,2,1,2,5,6,6,5,4,3,6,1,1,2,4,5,5,6,4,2
"1135081075062",5,6,6,5,3,2,1,2,2,3,5,6,6,4,3,2,1,1,1,2
"1135081095310",2,3,5,6,6,5,3,1,1,1,2,3,5,6,6,4,2,2,1,1
"1135082104730",NA,NA,6,6,3,2,1,1,2,3,3,6,6,6,5,3,2,2,1,2
"1135101005930",4,4,3,2,1,1,2,2,4,6,6,6,6,2,2,1,2,2,3,4
"1135101008180",5,6,6,6,4,3,1,1,2,3,5,6,5,5,5,2,1,1,1,3
"1135101090685",2,2,3,4,5,5,6,4,2,1,1,1,5,5,6,6,5,5,2,1
"1135102000764",1,2,3,5,6,6,6,3,2,1,1,2,2,5,6,6,6,3,2,1
"1135102020418",4,2,1,1,1,2,4,6,6,6,5,2,1,3,2,3,4,5,6,6
"1135102033336",3,2,1,1,1,3,5,6,6,5,3,2,2,1,1,3,4,6,6,5
"1135102070756",6,3,2,1,1,2,3,5,6,6,5,2,1,1,1,2,3,4,6,6
"1135103026935",2,2,2,4,5,4,3,2,2,2,2,3,3,6,6,6,3,2,2,2
"1135105040864",1,2,4,6,6,6,5,2,2,1,2,2,3,4,6,5,4,2,2,1
"1135106015065",6,6,6,3,2,2,1,2,2,3,5,6,6,3,2,3,2,2,2,4
"1135106049571",6,5,3,2,1,1,2,3,4,5,6,6,4,2,1,1,2,2,4,6
"1138002042714",6,5,5,4,3,1,1,2,2,4,6,6,6,5,3,1,1,1,2,3
"1138002056774",1,1,1,2,4,6,6,6,6,3,1,1,2,3,3,6,6,5,3,3
"1138004065213",2,2,2,3,6,6,4,3,2,2,2,2,2,3,5,5,3,3,2,2
"1138004084314",1,4,4,4,5,5,6,6,6,3,5,5,3,3,2,2,2,1,1,1
"1138005026409",1,1,1,2,3,5,6,6,4,3,2,2,2,3,4,5,6,5,4,3
"1138005036493",1,1,1,3,5,6,6,6,6,6,5,5,5,2,1,2,1,1,2,2
"1138005046558",4,6,6,6,3,2,2,1,2,3,4,5,6,5,4,2,1,1,1,2
"1138006007010",4,2,2,1,1,2,2,4,6,6,6,4,3,1,1,2,5,5,6,6
"1138006022342",3,2,1,1,2,2,5,6,6,6,3,2,1,1,1,2,5,6,6,5
"1138006050361",4,5,6,5,5,4,2,1,1,2,3,5,6,5,5,4,2,1,1,2
"1138007027298",4,3,2,2,2,2,4,6,6,6,5,2,1,1,1,2,4,6,6,6
"1138007044145",4,2,1,1,1,4,5,6,6,4,3,2,1,1,2,3,5,6,6,5
"1138007053862",4,6,6,6,6,4,2,1,1,2,3,5,5,5,5,3,2,1,1,1
"1138008036101",6,5,4,2,1,1,2,3,5,6,6,5,4,2,1,1,3,4,5,6
"1138008045857",6,6,5,3,3,2,1,1,2,4,6,6,5,4,2,2,2,2,2,3
"1138008058568",1,1,1,2,4,6,6,6,4,2,1,1,1,2,3,6,6,5,3,2
"1138009001497",4,6,6,6,4,2,1,1,1,2,4,6,6,6,4,2,1,1,1,2
"1138009007473",4,2,1,1,1,2,3,5,6,6,4,2,1,1,1,2,4,6,6,6
"1138009038824",6,4,3,1,1,1,2,4,5,6,5,4,2,1,1,1,2,4,6,6
"1138009041127",4,3,2,2,2,3,4,6,5,3,2,1,1,1,2,4,5,6,6,6
"1138010011316",2,1,1,1,2,4,6,6,6,4,3,1,1,1,2,3,6,6,6,5
"1138010077959",1,1,3,4,6,6,4,3,2,2,1,2,2,5,6,6,5,3,2,1
"1138010088394",5,6,4,4,2,2,2,2,4,6,6,6,4,3,1,2,2,2,3,4
"1138011042482",6,6,5,3,1,1,1,2,4,6,6,6,4,3,1,1,1,2,4,6
"1138012026970",5,2,1,1,2,4,3,5,6,3,2,2,2,1,4,5,5,6,6,4
"1138012032524",4,2,2,1,3,4,5,5,5,5,3,2,1,2,2,4,4,6,6,5
"1138012038404",2,1,1,2,4,6,6,6,4,2,1,1,1,2,3,5,6,6,4,3
"1138012065803",6,6,5,3,2,1,1,2,3,5,6,6,6,4,2,1,1,1,2,3
"1138013038930",5,4,2,2,2,2,2,5,5,6,6,3,4,2,2,2,1,3,5,6
"1138013057666",4,2,1,1,1,2,4,6,6,6,4,3,3,1,1,2,5,5,6,6
"1138014006668",6,6,3,1,1,1,1,2,5,6,6,4,4,2,2,1,2,3,6,6
"1138015004565",2,2,1,2,3,4,6,6,4,4,2,1,1,2,2,4,6,6,4,3
"1138015021654",5,6,6,4,3,2,1,1,2,3,5,6,6,4,2,1,1,1,2,3
"1138015049569",5,6,6,5,3,2,1,1,2,3,5,6,6,4,2,1,1,1,2,3
"1138015051096",5,6,6,5,4,2,1,1,1,3,6,6,6,5,3,1,1,1,2,3
"1138015062600",6,6,6,5,3,2,1,1,2,4,6,6,6,5,3,1,1,1,2,3
"1138015082733",6,6,5,2,2,2,2,2,2,3,5,6,4,3,2,2,1,2,3,4
"1138015091601",4,5,3,3,1,1,2,4,6,6,6,6,3,2,1,1,2,3,4,5
"1138015100569",3,5,6,4,5,6,5,2,4,2,2,3,4,2,2,2,3,3,1,3
"1138016011989",4,6,6,4,3,2,3,2,3,2,3,4,3,3,2,2,2,2,2,4
"1138016092414",6,6,4,2,1,1,1,1,2,5,6,5,3,2,2,4,3,3,5,6
"1138016098569",2,5,6,6,6,5,3,2,1,1,1,2,4,4,4,4,3,2,2,2
"1138017034605",3,2,3,3,3,2,2,3,3,3,3,3,4,6,6,3,3,3,3,3
"1138017056293",2,2,2,2,3,3,5,6,6,3,2,3,2,2,2,3,3,4,4,3
"1138017056553",4,2,1,1,1,2,4,6,6,6,4,2,1,1,1,2,4,5,6,6
"1138018013363",6,5,3,1,1,1,2,3,5,6,6,5,2,1,1,2,2,3,5,6
"1138020048056",2,2,1,3,5,6,6,5,3,2,1,2,1,3,5,6,6,4,2,2
"1138020084230",2,5,6,6,6,4,2,2,1,1,2,3,6,6,6,4,2,2,1,2
"1138020110229",6,6,5,4,2,2,1,2,2,4,6,6,6,3,2,1,2,1,2,3
"1138030069422",5,4,1,1,2,2,3,6,6,6,5,4,3,2,1,1,3,5,6,6
"1138031027478",2,4,6,3,3,3,3,2,2,2,4,3,6,3,4,2,2,4,3,2
"1138031027719",1,1,3,5,6,6,5,3,1,1,1,2,3,5,6,6,6,4,2,1
"1138031055841",4,3,2,2,2,2,3,5,6,6,5,2,2,1,1,2,2,4,5,5
"1138031065460",1,1,1,1,3,3,5,6,6,6,6,6,6,5,4,3,3,3,1,1
"1138032026375",2,2,4,4,6,5,5,4,4,2,2,2,3,4,5,5,5,3,2,1
"1138032036980",2,2,2,3,4,5,4,4,2,1,1,2,2,5,6,6,6,4,3,2
"1138032061547",4,6,6,6,5,4,2,1,1,2,3,5,6,6,4,2,1,1,1,2
"1138033001627",1,1,1,1,1,2,3,3,4,5,6,6,6,6,6,6,5,5,3,1
"1138033037420",6,6,5,4,2,1,1,1,2,4,6,6,5,4,2,1,1,1,2,4
"1138033064612",5,6,6,6,6,6,6,6,3,2,1,1,1,1,1,1,2,2,3,4
"1138033072256",4,6,6,6,3,3,2,2,2,2,3,4,5,4,2,2,2,2,2,2
"1138034000634",5,5,5,3,2,3,4,5,4,5,5,4,3,3,2,2,1,3,5,5
"1138034026288",5,5,6,5,4,4,2,2,2,3,1,5,5,5,4,3,3,2,2,2
"1138034031524",2,4,6,6,6,4,3,2,2,1,2,3,5,6,6,3,2,2,1,2
"1138034045569",2,4,6,6,5,3,2,1,1,2,2,4,6,6,5,3,2,1,1,2
"1138035027408",1,2,3,4,4,5,5,4,2,2,2,2,5,6,6,6,5,4,2,2
"1138035056454",4,3,2,1,2,3,4,5,6,5,4,3,2,2,1,2,4,5,6,5
"1138035064137",4,4,3,1,1,2,2,5,6,6,5,3,2,2,2,2,3,5,5,5
"1138035073013",4,3,3,3,1,1,2,3,2,3,5,6,4,4,3,5,3,6,6,5
"1138036011110",2,1,2,2,2,4,3,5,6,4,3,3,2,2,4,5,6,6,5,3
"1138037004354",3,2,2,1,2,3,5,4,5,4,2,2,2,2,3,5,5,6,6,4
"1138037014032",6,5,3,2,1,1,2,4,5,6,5,4,2,1,1,1,3,4,6,6
"1138038047886",1,1,1,2,4,6,6,5,3,2,1,1,1,2,5,6,6,5,4,2
"1138039044668",3,6,6,5,3,2,1,1,1,2,4,6,6,6,4,2,2,1,2,2
"1138040030876",5,3,2,3,6,6,4,4,2,2,2,3,4,3,6,5,5,2,1,2
"1138042006950",2,4,6,6,5,3,2,1,1,1,2,5,6,6,6,3,2,1,1,1
"1138042012784",1,1,1,2,3,3,3,4,3,2,2,1,2,3,6,6,6,6,5,2
"1138047047841",1,1,2,3,5,6,6,5,2,1,2,1,1,2,5,6,6,4,3,2
"1138048022608",3,2,1,1,1,1,2,2,3,3,4,5,6,6,6,6,6,5,5,5
"1138049030566",5,6,6,5,3,2,1,1,2,3,5,6,6,5,3,1,1,1,2,3
"1138051041845",4,6,6,6,4,2,1,1,1,2,5,6,6,6,4,2,1,1,1,2
"1138057009185",5,6,6,4,2,2,1,2,2,3,6,6,6,5,3,2,1,1,1,2
"1138060008343",6,6,5,2,1,1,2,2,4,4,4,4,3,1,3,2,3,3,5,6
"1138062024528",6,6,4,3,3,3,1,2,3,5,6,6,6,3,1,2,1,1,2,5
"1138068030786",6,6,5,6,4,4,3,3,2,1,1,3,2,2,2,2,5,6,6,2
"1138070008620",2,4,5,6,4,6,5,3,4,2,3,2,2,3,2,2,3,2,4,5
"1138070052922",4,5,4,5,4,4,4,4,3,4,3,1,2,3,4,4,4,5,4,4
"1138071075079",2,3,3,3,3,3,4,6,6,5,5,5,4,3,3,3,1,1,1,2
"1138072013029",5,6,6,6,6,6,6,5,3,1,1,1,1,1,1,2,2,2,4,5
"1138073056920",3,5,6,6,4,3,1,1,1,2,3,5,6,6,5,3,1,1,1,2
"1138074014645",1,1,1,2,4,6,6,6,5,3,2,1,2,3,5,5,5,5,3,2
"1138074025995",2,1,1,2,3,6,6,6,5,3,2,2,1,2,3,6,5,5,4,1
"1138074048249",1,1,2,5,5,6,5,4,2,2,1,1,2,4,5,6,6,5,2,1
"1138075060049",2,3,3,6,6,3,3,3,2,2,2,2,3,6,6,3,2,3,3,2
"1138075068915",2,2,2,3,3,4,6,6,6,3,3,3,2,2,2,3,4,4,4,3
"1138076009249",2,2,2,2,2,3,5,5,3,3,2,2,2,2,2,4,6,6,3,2
"1138076013017",5,6,6,6,4,2,2,1,3,3,4,6,6,4,2,2,2,2,1,3
"1138077067402",1,1,1,2,4,6,6,5,3,2,1,1,2,3,5,6,6,6,3,2
"1138077077403",3,3,1,1,2,2,4,4,5,3,2,2,2,2,2,4,6,6,6,5
"1138077079194",6,6,5,3,2,1,1,2,1,5,6,6,6,3,2,1,2,1,2,4
"1138077079233",5,6,6,4,3,3,2,2,2,2,3,6,4,2,2,2,2,2,3,2
"1138077086974",1,1,2,3,4,5,5,5,4,2,1,1,2,4,6,6,6,6,3,2
"1138078018656",5,6,5,3,2,1,2,1,4,3,6,6,5,3,3,2,2,2,3,2
"1138078079951",2,4,4,6,4,4,4,5,5,4,3,3,3,2,2,2,1,2,3,2
"1138078097361",2,1,2,1,3,5,6,5,4,2,2,2,3,2,4,5,5,6,5,5
"1138098106895",6,5,2,1,1,2,1,3,5,6,6,5,3,2,1,1,2,3,5,6
"1138099046028",1,1,1,1,2,3,4,5,5,5,6,6,6,6,6,4,3,1,1,1
"1138100047854",2,1,1,2,4,5,6,6,6,4,2,2,1,1,2,4,6,6,5,4
"1138100049922",4,6,6,5,3,1,1,1,1,2,5,6,6,5,3,2,2,1,1,2
"1138100064349",2,2,3,2,3,5,6,6,6,6,5,4,2,2,3,2,3,2,1,1
"1138101022138",6,6,4,3,1,1,2,2,4,6,6,6,4,3,2,1,2,2,4,NA
"1138102071715",2,2,2,3,4,6,6,6,3,2,2,2,2,2,2,3,4,3,3,2
"1138103056310",2,1,1,1,2,3,5,6,6,4,2,2,1,1,2,3,6,6,6,5
"1138103071916",1,1,1,2,4,6,6,5,3,2,1,1,1,2,4,6,6,6,3,2
"1140002026695",2,1,1,1,2,3,5,6,6,5,3,2,1,1,2,4,5,6,6,6
"1140002051594",1,1,2,2,5,6,6,5,3,2,1,1,2,5,6,5,6,3,3,2
"1140002076780",1,2,5,6,6,5,3,2,1,1,1,3,5,6,6,5,3,2,1,1
"1140003001419",3,6,6,6,5,3,2,1,1,2,3,6,6,5,4,3,1,1,1,4
"1140003050411",4,4,5,6,6,4,4,6,6,5,2,1,1,2,1,2,2,1,2,4
"1140004036417",3,5,6,6,4,3,2,1,1,2,4,5,6,6,5,2,1,1,2,2
"1140005007210",2,5,6,5,2,3,2,2,2,4,5,5,3,3,4,4,3,4,2,1
"1140005030541",3,3,2,2,2,2,2,4,6,6,4,3,2,2,2,2,2,4,6,6
"1140005052905",4,4,3,2,2,2,2,2,3,6,6,6,5,2,2,2,2,2,2,3
"1140006005645",6,4,2,1,1,1,1,1,1,2,2,3,5,5,5,6,6,6,6,6
"1140006035469",1,2,4,6,6,6,4,2,2,1,1,2,3,6,6,6,5,2,1,1
"1140006064649",1,2,3,4,6,6,4,3,2,1,1,2,3,4,6,6,5,3,2,1
"1140006088729",5,6,6,6,6,6,3,2,4,3,3,2,2,1,1,2,2,1,2,4
"1140007020347",1,1,1,1,1,1,2,2,4,5,6,6,6,6,6,6,4,3,2,2
"1140008010444",2,4,6,6,5,2,1,1,1,1,3,6,6,6,4,3,2,1,1,2
"1140008040811",5,6,5,3,2,1,1,1,1,1,2,2,3,4,4,6,6,6,6,6
"1140008052073",3,2,1,1,2,1,5,5,6,5,4,4,6,2,2,3,4,6,6,5
"1140010007026",2,1,1,1,2,4,5,6,6,4,2,1,1,2,3,4,6,6,5,NA
"1140010028276",6,6,4,2,1,2,2,2,6,4,5,4,3,3,2,1,1,3,4,6
"1140011001340",3,4,4,5,5,5,4,5,6,6,6,6,1,1,1,1,1,2,2,3
"1140011044255",2,4,6,6,6,5,3,2,1,1,1,2,4,6,6,5,3,4,2,1
"1140011074801",5,4,3,1,1,1,1,1,1,3,2,4,6,6,6,4,6,6,6,4
"1140017063318",6,6,6,4,2,1,1,2,2,5,6,6,4,4,2,1,1,3,3,4
"1140028003088",2,3,4,3,6,6,4,4,4,2,3,1,3,4,6,5,1,1,3,3
"1140028062239",6,6,6,3,2,1,1,1,3,5,6,6,5,3,2,1,1,2,3,4
"1140028062819",4,2,1,1,2,2,4,5,6,5,4,2,1,1,2,3,6,6,6,6
"1140028082637",3,3,2,3,4,5,4,5,6,6,6,6,1,5,2,1,2,2,1,1
"1140029012529",1,1,2,4,6,6,6,6,3,2,1,1,2,2,4,5,6,5,3,2
"1140029021896",5,3,1,1,1,2,3,6,6,6,5,3,2,1,1,1,2,4,6,6
"1140029057579",2,2,2,3,6,6,3,2,2,2,2,2,3,3,6,6,3,2,2,2
"1140029063082",5,2,2,1,1,1,3,5,6,6,6,4,2,1,1,1,2,4,6,6
"1140030012902",4,5,2,3,2,3,4,4,2,3,3,2,2,2,2,2,4,6,6,4
"1140030021172",3,4,6,6,5,3,2,1,1,2,3,5,6,6,5,3,2,1,1,2
"1140030074095",5,6,6,5,3,2,1,1,2,3,6,6,6,5,3,1,1,1,1,3
"1140031012096",5,6,6,5,3,2,2,1,1,3,4,6,6,5,2,2,2,1,1,3
"1140031040580",5,4,5,6,4,5,4,4,3,3,3,3,1,1,3,3,2,2,4,6
"1140031071245",2,6,3,3,2,3,2,2,3,3,3,6,3,3,3,3,3,2,3,3
"1140031076551",3,4,4,3,2,2,2,2,3,3,5,6,6,3,2,2,3,2,4,3
"1140032078934",5,2,1,2,4,4,5,5,5,5,3,2,2,1,2,3,3,6,6,6
"1140033036141",5,3,3,3,2,1,3,5,5,6,5,3,3,2,1,2,4,5,5,5
