x,y
0.004890135751338676,1.790456484145776
0.008217347840923367,1.7424315402581478
0.011544559930508059,1.160140120076895
0.01487177202009275,0.5654528787338254
0.018198984109677442,1.1004682286899983
0.021526196199262132,1.1573522510053669
0.024853408288846825,1.2415434636814116
0.02818062037843152,1.3907215824837287
0.03150783246801621,1.6072389620643526
0.0348350445576009,1.6042539499281547
0.03816225664718559,-0.1178013709380156
0.041489468736770285,1.080999775174847
0.044816680826354975,0.732482956318025
0.048143892915939665,0.6269748914955378
0.05147110500552436,0.8159711506521703
0.05479831709510905,1.0674811098648194
0.05812552918469374,0.46249483015963305
0.06145274127427843,-0.12498926058750907
0.06477995336386312,0.2073124023892347
0.06810716545344782,0.13074374469736955
0.0714343775430325,0.09375187477351145
0.0747615896326172,-0.07700053225700935
0.0780888017222019,0.6901940167950386
0.08141601381178658,0.05206403684437481
0.08474322590137127,-0.0030179447771426526
0.08807043799095597,-0.38684251060070984
0.09139765008054065,-0.31495421297366777
0.09472486217012535,0.275582941813863
0.09805207425971005,-0.2523805011696829
0.10137928634929473,0.1707296342984175
0.10470649843887943,-0.28520602563489816
0.10803371052846411,-0.2143103155329601
0.11136092261804881,-0.4285504528466841
0.1146881347076335,-0.8218725705573439
0.11801534679721819,-0.27595029494872675
0.12134255888680288,-0.5752299331275482
0.12466977097638757,-0.7581715271768958
0.12799698306597226,-0.4602346173308757
0.13132419515555696,-0.42155430805844846
0.13465140724514166,-0.5532953570469933
0.13797861933472633,-0.8135296296419503
0.14130583142431102,-0.6901075183467359
0.14463304351389572,-0.9631921811265918
0.14796025560348042,-0.6214073134563035
0.15128746769306511,-0.4068783083383282
0.1546146797826498,-0.7505671197989146
0.15794189187223448,-0.7285706325042949
0.16126910396181918,-0.6669825479483238
0.16459631605140387,-1.012961833645418
0.16792352814098857,-0.9646656278799028
0.17125074023057327,-1.237302864830302
0.17457795232015794,-0.6570792858219132
0.17790516440974263,-1.0309191742287251
0.18123237649932733,-1.1436288340696397
0.18455958858891203,-0.7088540628405602
0.18788680067849672,-0.9249031904943903
0.19121401276808142,-1.1030334250905447
0.1945412248576661,-0.9399772567810021
0.1978684369472508,-0.8202136274263755
0.20119564903683548,-0.8720866235008973
0.20452286112642018,-1.5309147184923864
0.20785007321600488,-0.9479239628227044
0.21117728530558955,-1.3375954896521196
0.21450449739517424,-1.1746035379357391
0.21783170948475894,-0.9197942070201037
0.22115892157434364,-1.1181070521441663
0.22448613366392833,-1.3124531762586016
0.227813345753513,-0.8082967316159432
0.2311405578430977,-1.3683080415718645
0.2344677699326824,-1.0766778203113296
0.2377949820222671,-0.9593034424792211
0.2411221941118518,-0.743335524107074
0.24444940620143646,-1.3432591357077515
0.24777661829102116,-1.1603068427527192
0.25110383038060585,-0.9441015773286524
0.25443104247019055,-0.8461721095424479
0.25775825455977525,-0.37171830257989896
0.26108546664935994,-1.3223324029357884
0.26441267873894464,-1.3262445026556895
0.26773989082852934,-1.2651469606568093
0.271067102918114,-1.031663530980828
0.2743943150076987,-0.5292536079198029
0.27772152709728337,-0.900153675567932
0.28104873918686807,-0.9653801623009518
0.28437595127645277,-0.9205399095154931
0.28770316336603746,-0.26584252053580315
0.29103037545562216,-1.0947404785044308
0.29435758754520686,-1.158733338644839
0.29768479963479155,-1.44305764830499
0.30101201172437625,-1.2891526369638238
0.30433922381396095,-0.7731465399667629
0.3076664359035456,-1.0909936825723352
0.3109936479931303,-1.0344103478452635
0.314320860082715,-1.059148335934444
0.3176480721722997,0.4926171096857326
0.3209752842618844,-0.9906483873994969
0.32430249635146907,-1.042647517737373
0.32762970844105377,-0.9973876836931856
0.33095692053063847,-0.8830277149161581
0.33428413262022316,-0.7619750545196262
0.33761134470980786,-0.6409223941230945
0.34093855679939256,-0.6008020561674057
0.3442657688889772,-0.8632672198211547
0.3475929809785619,-0.7697414776540332
0.3509201930681466,-0.6762157354869117
