id,mean,std,blarg,level,catalina_id,period,Var_type,Amplitude,MedianAbsDev,SmallKurtosis,Skew,Rcs,MedianBRP
36,15.1468525993976,0.0960574483307036,36.0,Catalina (CSDR2),1001050034105,0.328898,EW,0.166180499999999,0.0742735000000003,-0.454514185326307,0.177731116335476,0.143651,0.391566265060241
1082,16.4904148490566,0.0602082751776688,1082.0,Catalina (CSDR2),1001051008435,0.31408,EW,0.103047749999998,0.0467344999999995,-0.495980615919746,0.186973611314895,0.126222,0.361635220125786
1676,16.4514665873016,0.0984770983438811,1676.0,Catalina (CSDR2),1001053053348,0.239556,EW,0.185493999999998,0.0709110000000024,1.26823548374299,-0.159397097148362,0.083357,0.53968253968254
826,15.9926377301136,0.0884342895358977,826.0,Catalina (CSDR2),1001055039112,0.25338,EW,0.156711750000001,0.0721514999999995,-0.906961215048545,0.243521560444926,0.104117,0.238636363636364
464,15.7324650028409,0.11819971531547,464.0,Catalina (CSDR2),1001055055484,0.379918,EW,0.188529250000001,0.0993985000000004,-1.22798032242838,0.0988991306342378,0.180527,0.198863636363636
724,13.0791434532164,0.0867784213017906,724.0,Catalina (CSDR2),1001057048178,0.330318,EW,0.1609458,0.0528065,1.03340742114238,-0.0105353104194624,0.106022,0.573099415204678
581,13.5969352894737,0.0572288284144977,581.0,Catalina (CSDR2),1001057056355,0.350717,EW,0.0950540000000002,0.0350229999999989,15.3317519598819,-1.52918875303589,0.125765,0.827485380116959
807,14.811287722973,0.119787546911843,807.0,Catalina (CSDR2),1001061048366,1.34284,EA,0.244016999999999,0.0309915000000007,4.31227539270809,2.12393973974214,0.095728,0.763513513513513
1635,13.8472460292398,0.0699352484819619,1635.0,Catalina (CSDR2),1001064033164,0.706375,EW,0.1183755,0.0396315000000005,-0.51055553237088,0.759742433440313,0.096221,0.385964912280702
83,17.5064749828767,0.235884152253255,83.0,Catalina (CSDR2),1001066038680,0.411096,RRd,0.444808500000001,0.15019,0.473238256237731,-0.472472300286947,0.115193,0.51027397260274
1436,17.6828539972973,0.408335530573046,1436.0,Catalina (CSDR2),1001067044753,0.7031219,RRab,0.556754499999998,0.138288499999998,19.7703654498116,3.86327091903402,0.059481,0.87027027027027
887,14.869298477707,0.208016532308399,887.0,Catalina (CSDR2),1001070037352,0.244612,EW,0.317307749999999,0.131446499999999,0.717815905032528,0.919220103815584,0.078017,0.56687898089172
1264,17.826002,0.233625510389622,1264.0,Catalina (CSDR2),1001072017829,0.247166,EW,0.422522500000001,0.130050000000001,-0.27665331695562,0.643043671927699,0.140342,0.457680250783699
1939,16.7235366401515,0.115471360907459,1939.0,Catalina (CSDR2),1001073051842,0.39905,EW,0.200317249999999,0.0815349999999988,-0.605057504557477,0.457810369239834,0.126100,0.337121212121212
1276,14.1292047350427,0.127508171836748,1276.0,Catalina (CSDR2),1001075022028,0.374174,EW,0.20799975,0.0774840000000001,-0.53693950526081,0.753709429653909,0.126457,0.250712250712251
496,18.24450334375,0.269240393257983,496.0,Catalina (CSDR2),1001075024536,0.209006,EW,0.517015750000001,0.164253,0.518509369327171,0.77869710304567,0.089791,0.465909090909091
1250,16.2397651695402,0.069408735990433,1250.0,Catalina (CSDR2),1001076011207,0.255226,EW,0.116748250000001,0.0528009999999988,-1.00070491398122,0.28027142526355,0.194695,0.238505747126437
160,15.5636436816817,0.269669945791584,160.0,Catalina (CSDR2),1001080044637,123.10969,LPV,0.440829,0.220115,-0.677859741785122,0.286328554218592,0.127642,0.297297297297297
1196,18.9657395154639,0.374028772628831,1196.0,Catalina (CSDR2),1001081046772,0.6511192,RRab,0.695313499999999,0.282988,-0.438084486923677,0.298769065569746,0.101515,0.312714776632302
1110,17.4840855302013,0.116396156342729,1110.0,Catalina (CSDR2),1001082026106,0.294698,EW,0.204833499999999,0.0887855000000002,-0.152065502659876,0.027069143928615,0.130239,0.385906040268456
1974,19.461555628821,0.442113559788746,1974.0,Catalina (CSDR2),1001082034969,0.54592,RRab,0.900543250000002,0.302923999999997,-0.159155467438389,0.199164114594047,0.086240,0.397379912663755
1524,16.5520744563759,0.0885373961114838,1524.0,Catalina (CSDR2),1001082056291,0.434973,EW,0.175086500000001,0.0533325000000033,0.254230323764737,0.554457456670858,0.133208,0.486577181208054
4,17.2237135032051,0.230655729977096,4.0,Catalina (CSDR2),1001083017099,0.4509637,RRab,0.368579,0.130311499999999,10.8327147093129,1.07000884819969,0.099235,0.801282051282051
681,17.2613017246835,0.160491333434323,681.0,Catalina (CSDR2),1001086078829,0.3559013,RRc,0.27660075,0.135213500000001,-0.810906084370807,-0.0325624060916436,0.136008,0.294303797468354
1733,14.7281972047782,0.0717006727947388,1733.0,Catalina (CSDR2),1001088007695,0.296632,EW,0.125422,0.054901000000001,-0.928910866576853,0.25818686051451,0.197470,0.303754266211604
733,16.4927224607509,0.266215119296039,733.0,Catalina (CSDR2),1001088090236,0.628094,EA,0.500915000000001,0.0398789999999991,3.84480154395965,2.22150021507084,0.117889,0.819112627986348
877,16.1404585317919,0.142956615837297,877.0,Catalina (CSDR2),1001089026735,0.256566,EW,0.236408749999999,0.104988000000001,-0.811625904594986,0.53042203668152,0.146323,0.283236994219653
1594,16.8459305927835,0.189838432137622,1594.0,Catalina (CSDR2),1001091024110,0.326688,EW,0.348681749999999,0.1373205,-0.405956315071996,0.500928150683029,0.153427,0.298969072164948
121,16.2953659361702,0.256382484156156,121.0,Catalina (CSDR2),1001092070568,0.314041,RRd,0.484766499999998,0.0981684999999999,0.745363006207853,-1.20143319116355,0.174168,0.537234042553192
1299,13.5080249787234,0.0747352751184224,1299.0,Catalina (CSDR2),1001092098318,0.6582790,EW,0.12372225,0.0549339999999985,-0.9667466483236,0.466312054118224,0.176279,0.223404255319149
316,15.9763473191489,0.147729193568214,316.0,Catalina (CSDR2),1001092125354,0.3220313,RRc,0.234100250000001,0.0928500000000003,-0.979669556959387,0.555661955430524,0.152646,0.271276595744681
617,15.7343284895105,0.131012385341238,617.0,Catalina (CSDR2),1001110070250,0.8368550,EW,0.2084525,0.105860999999997,-1.17664946032477,0.319909477983651,0.172626,0.20979020979021
1743,17.4694918119122,0.190657520254809,1743.0,Catalina (CSDR2),1001112040988,0.319782,EW,0.319725999999998,0.127668,9.38894837231603,-1.01727981483615,0.081429,0.70846394984326
1267,15.8216909076305,0.16309960566524,1267.0,Catalina (CSDR2),1001112060622,0.363089,RRc,0.289777999999999,0.139214000000001,-0.850695691274237,-0.147768231555424,0.174378,0.236947791164659
915,17.172620028754,0.160683148015853,915.0,Catalina (CSDR2),1001112062375,0.250366,EW,0.303376249999999,0.109685000000002,0.637304902018279,-0.441711165120908,0.137805,0.460063897763578
115,17.5826576426332,0.158846936237049,115.0,Catalina (CSDR2),1001112095375,0.336324,EW,0.258545249999999,0.106296,8.50027047854665,1.57469933322789,0.126731,0.633228840125392
1718,17.9338319373041,0.213079721000011,1718.0,Catalina (CSDR2),1001112097965,0.262218,EW,0.405583,0.122900000000001,0.116052693062857,0.719167283834088,0.113908,0.492163009404389
1554,15.6526876272727,0.165709884749815,1554.0,Catalina (CSDR2),1001114042635,0.34683,EW,0.250427749999999,0.111461499999999,3.02381442477688,1.07718956160548,0.100617,0.634090909090909
812,14.3595277096019,0.141820471301082,812.0,Catalina (CSDR2),1001115035707,0.764084,EA,0.293334250000001,0.0316179999999999,4.06816412389779,1.92492008680596,0.137216,0.793911007025761
1156,15.5404616674473,0.130273528367368,1156.0,Catalina (CSDR2),1001115054337,0.626876,EW,0.215688,0.0578480000000017,7.35171555309203,1.80659439121179,0.108183,0.73536299765808
73,13.9859737438424,0.0528326211068563,73.0,Catalina (CSDR2),1001116013020,0.26238,EW,0.0878570000000014,0.0375675000000006,1.63327365523723,0.753643555451317,0.114705,0.576354679802956
936,13.7551555773956,0.201422499958826,936.0,Catalina (CSDR2),1001116076392,0.306779,EW,0.295705,0.112406,3.44709546153406,1.19451527835172,0.112528,0.742014742014742
380,16.1656731930295,0.184964030399753,380.0,Catalina (CSDR2),1001117004707,0.266702,EW,0.288557,0.0879629999999985,21.2494586422009,2.89627176500617,0.082474,0.801608579088472
768,12.4560836550802,0.310521097035011,768.0,Catalina (CSDR2),1001117066057,1.52306,EA,0.634232799999999,0.0585353999999985,14.1943035422824,3.26891730729483,0.085552,0.877005347593583
1368,18.9085750460993,0.394471388780271,1368.0,Catalina (CSDR2),1001118068781,0.5098859,RRab,0.779368999999999,0.242605999999999,1.32050654763747,0.0753275766425453,0.077915,0.574468085106383
1588,16.8304700027933,0.0748509669964986,1588.0,Catalina (CSDR2),1001119012388,0.356905,EW,0.140884500000002,0.0500185000000002,0.343476106918069,-0.0851300838367267,0.194050,0.541899441340782
479,14.214465232493,0.0709766167501843,479.0,Catalina (CSDR2),1001119053119,1.23752,EA,0.13518625,0.0226380000000006,2.05961163342207,1.5795608589854,0.177892,0.725490196078431
1501,19.202676137931,0.326008401220284,1501.0,Catalina (CSDR2),1001121019355,0.372922,RRc,0.640437500000001,0.225263999999999,0.247728867827455,0.41356221953299,0.078895,0.482758620689655
105,16.357866403794,0.137204199727728,105.0,Catalina (CSDR2),1001122010601,0.29354,EW,0.227866000000001,0.110588999999997,-0.742121814308636,0.319510365198699,0.076447,0.336043360433604
539,16.8982817681564,0.107411434815061,539.0,Catalina (CSDR2),1001122024868,0.250372,EW,0.205671249999998,0.0715295000000005,0.199025667840071,0.0249128724495736,0.154883,0.505586592178771
1599,16.3951468771428,0.149115776573688,1599.0,Catalina (CSDR2),1001123026252,0.322885,RRc,0.215262500000001,0.123894500000002,7.40815665996295,-1.22770639550965,0.113708,0.588571428571429
914,16.9867366876877,0.197023501391603,914.0,Catalina (CSDR2),1001124056185,0.246564,EW,0.349341500000001,0.120512000000002,-0.450902716939694,0.677623592504345,0.125765,0.369369369369369
219,16.1640990505618,0.0805663243007439,219.0,Catalina (CSDR2),1001125027343,0.306822,EW,0.140007750000001,0.0595259999999982,-0.761468507659631,0.24293467649262,0.115372,0.376404494382022
773,13.901987754491,0.171319938565615,773.0,Catalina (CSDR2),1004003046279,0.287964,EW,0.289526,0.107002999999999,-0.451287352604653,0.762105756032227,0.146795,0.263473053892216
1891,14.0928932375887,0.116194741580095,1891.0,Catalina (CSDR2),1004007001719,0.520824,EW,0.236094,0.0404719999999994,4.63451543519633,1.62431431110438,0.135493,0.794326241134752
78,16.4453301363636,0.146998696162038,78.0,Catalina (CSDR2),1004007019211,0.284144,EW,0.2480855,0.0906404999999992,1.9804619802436,-0.491894259236157,0.171413,0.573426573426573
655,15.1950836884058,0.16527785866257,655.0,Catalina (CSDR2),1004008005036,0.248844,EW,0.1805165,0.0916874999999999,22.3040954373599,2.91891748724588,0.108777,0.938405797101449
550,13.8572364460432,0.165560504408233,550.0,Catalina (CSDR2),1004008016277,102.659,RS CVn,0.25510125,0.0965884999999993,15.7424402091425,2.43000758482062,0.158805,0.758992805755396
1695,14.902427003367,0.121144975454208,1695.0,Catalina (CSDR2),1004015050973,0.32512,EW,0.188212999999999,0.101974999999999,-1.16523682423164,0.325531967856578,0.180919,0.242424242424242
609,16.4609481986532,0.128406415985524,609.0,Catalina (CSDR2),1004018022341,0.258765,EW,0.2349955,0.076903999999999,0.318559727573967,0.489151759619361,0.091558,0.548821548821549
359,15.300620248366,0.150539317292577,359.0,Catalina (CSDR2),1004019030231,0.275558,EW,0.225598,0.0968114999999994,-1.15053863689505,0.526819805880877,0.085522,0.254901960784314
1547,17.8916264556213,0.120143680312796,1547.0,Catalina (CSDR2),1004021009278,0.292202,EW,0.217846499999998,0.0824364999999982,0.940531437374601,0.284947269393854,0.085867,0.529585798816568
77,16.940809108871,0.170458909668699,77.0,Catalina (CSDR2),1004025024600,0.297922,EW,0.2738765,0.163503499999999,-1.2410448428662,0.154421611119972,0.161695,0.169354838709677
803,14.4769492395833,0.157889459522504,803.0,Catalina (CSDR2),1004026005884,0.31553,EW,0.2189925,0.107386000000001,8.10749722788831,-1.16300000822057,0.144792,0.631944444444444
1315,15.0235248152174,0.0914826989075893,1315.0,Catalina (CSDR2),1004027061213,0.3431,EW,0.157244,0.078120000000002,-1.06615164470587,0.147926463314786,0.095925,0.210144927536232
1406,14.1549175390071,0.0506937449661504,1406.0,Catalina (CSDR2),1004028034325,1.2011622,EW,0.0986004999999981,0.0349389999999996,-0.468333415933062,-0.128658241060185,0.177627,0.304964539007092
494,17.1186072464789,0.199488502871228,494.0,Catalina (CSDR2),1004028063310,0.348514,EW,0.3337155,0.161949999999999,-0.891245890128419,-0.0228694092102397,0.167958,0.295774647887324
109,14.1884895086957,0.0514258479485674,109.0,Catalina (CSDR2),1004029021042,0.276912,EW,0.0844787500000006,0.0402544999999996,-0.701025240008451,0.223447206102915,0.108750,0.31304347826087
498,15.0108560304348,0.153900728449757,498.0,Catalina (CSDR2),1004029034388,1.6020223,EA,0.294662750000001,0.0264449999999989,3.92047135886992,2.17952531504787,0.166989,0.808695652173913
1238,11.6853342740088,0.27645340014825,1238.0,Catalina (CSDR2),1004029045988,2.2436465,EA,0.60412345,0.0944201999999983,3.43462426716616,1.73629082721584,0.216032,0.674008810572687
210,15.9394687735849,0.0682698020738976,210.0,Catalina (CSDR2),1004029051820,1.7541397,EW,0.123546999999999,0.0514744999999985,-0.315724340529923,-0.0769228190107764,0.257441,0.377358490566038
678,15.3978337769231,0.162896388945646,678.0,Catalina (CSDR2),1004031024264,0.278392,EW,0.2457145,0.132874000000003,-1.26132102745155,0.238888858068322,0.167516,0.235897435897436
269,14.5254571221374,0.175953910559775,269.0,Catalina (CSDR2),1004033086342,0.391188,EW,0.274891,0.129232000000002,-1.02358820373927,0.524959712918664,0.176149,0.213740458015267
727,16.4704837647059,0.149705120653095,727.0,Catalina (CSDR2),1004045069021,0.327276,EW,0.253079999999999,0.107892,-0.276217701115943,0.0884160284551025,0.241722,0.411764705882353
347,15.5594425882353,0.209582034535422,347.0,Catalina (CSDR2),1004045079318,0.246598,EW,0.39012825,0.156544999999998,0.177317573965392,0.685332176603115,0.293118,0.277310924369748
1758,14.4601187445887,0.0541458771033895,1758.0,Catalina (CSDR2),1004046030491,0.236962,EW,0.0819534999999991,0.0488140000000019,-1.39468744314905,0.139163543803688,0.115963,0.155844155844156
1543,17.5578624675325,0.201653412166557,1543.0,Catalina (CSDR2),1004046034784,0.287436,EW,0.328742249999998,0.118634999999998,-0.594845192294674,0.708250255351735,0.126933,0.376623376623377
32,16.636494935065,0.0922645445566364,32.0,Catalina (CSDR2),1004046081533,0.303722,EW,0.171205500000001,0.0746080000000013,-0.704187092244712,-0.013270932777412,0.124907,0.311688311688312
656,18.205523645283,0.147323018055778,656.0,Catalina (CSDR2),1004047057639,0.306468,EW,0.281780999999999,0.100680000000004,0.291016639207287,-0.0336164555205193,0.138151,0.464150943396226
353,16.1248169160584,0.100817355926576,353.0,Catalina (CSDR2),1004048079131,0.318252,EW,0.163916500000001,0.0693595000000027,6.28795375696221,1.37840384681414,0.148269,0.693430656934307
1358,15.9767100320285,0.0635535685004252,1358.0,Catalina (CSDR2),1004049002207,0.3297063,EW,0.115240500000001,0.0360799999999983,12.3334626616562,-1.27638495352698,0.220367,0.800711743772242
983,17.1868949508772,0.134404769375775,983.0,Catalina (CSDR2),1004049042601,0.229342,EW,0.234157,0.0868260000000021,-0.143506218558623,0.634737260695556,0.143399,0.43859649122807
1020,14.5549768194444,0.0497106011761906,1020.0,Catalina (CSDR2),1004049048916,0.283262,EW,0.098899499999999,0.0328904999999997,0.950380494595172,0.164632962102467,0.266330,0.545138888888889
711,17.0436372695035,0.100760319344245,711.0,Catalina (CSDR2),1004051016949,0.260702,EW,0.180647499999999,0.0680135000000011,0.66977023046542,0.3252083894416,0.156683,0.50354609929078
1766,14.7958291134752,0.221853939717475,1766.0,Catalina (CSDR2),1004051030274,0.311118,EW,0.354024000000001,0.144395,-0.885840333300609,0.611736583429862,0.095239,0.312056737588652
1833,14.5640519101124,0.0591647390098603,1833.0,Catalina (CSDR2),1004052000745,0.289576,EW,0.0784865000000003,0.0311949999999994,27.1744603421281,2.8434667933445,0.109781,0.898876404494382
1227,17.3675384078014,0.185221461611293,1227.0,Catalina (CSDR2),1004052025602,0.467218,EA,0.404207500000002,0.0568019999999994,5.01237267535775,1.83058816764121,0.110782,0.804964539007092
355,14.5300110633333,0.106699206306079,355.0,Catalina (CSDR2),1004053015097,0.351778,EW,0.1844705,0.0731169999999972,-0.484042128132105,0.673924177535432,0.170472,0.283333333333333
501,17.0204397342193,0.177166209685112,501.0,Catalina (CSDR2),1004053043458,0.3938673,RRc,0.297734000000002,0.146944000000001,-0.886095085172374,0.272879674170289,0.132910,0.318936877076412
1167,15.6363118176101,0.0974606315204458,1167.0,Catalina (CSDR2),1004054020542,0.333394,EW,0.157362749999999,0.0736680000000005,5.23995253579049,1.07643208081772,0.140630,0.572327044025157
1074,14.8070564108761,0.0417984777161591,1074.0,Catalina (CSDR2),1004055041917,2.67239,EW,0.0775000000000006,0.0284709999999997,0.341424231444851,0.488690466369731,0.191068,0.45619335347432
402,15.9329176116208,0.0695683903859699,402.0,Catalina (CSDR2),1004056008961,0.327442,EW,0.120060499999998,0.0373019999999986,5.82181534638113,0.0293874662422669,0.106513,0.819571865443425
1942,13.4649744711246,0.177887959637708,1942.0,Catalina (CSDR2),1004056038289,1.20756,EA,0.375259499999999,0.023223999999999,9.27925568269085,3.04073090097194,0.134299,0.866261398176292
438,14.0242435800604,0.0924594564730225,438.0,Catalina (CSDR2),1004057015984,0.252078,EW,0.148994,0.0799260000000022,-0.715695723566724,0.231967909710423,0.166771,0.317220543806647
1647,15.1029112537764,0.0475360133922942,1647.0,Catalina (CSDR2),1004057042838,0.312096,EW,0.0707044999999997,0.0345910000000007,19.9653611982874,-2.39996230060698,0.169812,0.773413897280967
1908,18.6641232383721,0.326593003893691,1908.0,Catalina (CSDR2),1004058019259,0.224126,EW,0.634493000000001,0.174282,1.18399790480433,1.08886702196561,0.121907,0.534883720930233
462,13.8475423594203,0.0845242262726986,462.0,Catalina (CSDR2),1004058038274,0.492882,EW,0.13233425,0.0565839999999991,4.48369945270688,1.20735261325384,0.135010,0.692753623188406
540,16.1769573952703,0.117855916403164,540.0,Catalina (CSDR2),1004064051816,0.32892,EW,0.201269,0.0692950000000021,-0.486800508803652,0.686733676225184,0.179994,0.412162162162162
1783,17.1216726938775,0.13711390912049,1783.0,Catalina (CSDR2),1004065031068,0.331658,RRc,0.220456499999999,0.123408,-1.18953584045334,0.138115557675909,0.132238,0.227891156462585
424,11.6547410810651,0.251758560879602,424.0,Catalina (CSDR2),1004068035005,0.369378,EW,0.4994521,0.112000000000001,2.34869158269649,-0.219339492943125,0.121517,0.668639053254438
1131,18.1905121781376,0.257495416980118,1131.0,Catalina (CSDR2),1004069058594,0.3802410,RRc,0.447931000000001,0.176711999999998,0.834647943658162,0.275942157508306,0.162673,0.497975708502024
1125,14.5439980538721,0.244905549661229,1125.0,Catalina (CSDR2),1004070042134,0.23496,EW,0.390040000000001,0.112940000000002,-0.415405940739396,0.935637987816792,0.130474,0.37037037037037
1400,16.2331368548387,0.0577556111493746,1400.0,Catalina (CSDR2),1004072007439,0.219844,ELL,0.100674000000001,0.0452255000000008,-0.556360591820191,0.02121362619705,0.105626,0.387096774193548
1761,14.1414049193548,0.0831522374206189,1761.0,Catalina (CSDR2),1004072020435,8.9788846,RS CVn,0.147507000000001,0.071130000000001,-0.801129899041561,-0.0859767313013373,0.355374,0.293548387096774
1258,17.0189852727273,0.126344353239293,1258.0,Catalina (CSDR2),1004073020019,0.236326,EW,0.222191500000001,0.0869494999999993,-0.233188769498837,0.223104930296738,0.122513,0.416083916083916
632,15.4968710806452,0.110089737559733,632.0,Catalina (CSDR2),1004076012094,0.215134,EW,0.179995750000001,0.0673374999999998,-0.184056826603485,0.429837179729433,0.105366,0.5
1008,15.8802657852349,0.105112493000701,1008.0,Catalina (CSDR2),1004077064427,0.493188,EW,0.219371000000001,0.041393499999999,3.84924624917084,1.94567111215784,0.152088,0.630872483221476
1560,14.4686298422713,0.122550237836768,1560.0,Catalina (CSDR2),1004078059974,2.6143,EA,0.2730415,0.0257839999999998,6.61347953927149,2.54221067067463,0.159788,0.804416403785489
341,19.0712779201681,0.44842680797069,341.0,Catalina (CSDR2),1004083037625,0.5140205,RRab,0.835163750000001,0.333546,-0.445684579704644,0.117464198970526,0.138005,0.382352941176471
1478,15.5979228904109,0.11727457957522,1478.0,Catalina (CSDR2),1004084041849,0.2567954,RRc,0.183108499999999,0.111520499999999,-1.33034238214322,-0.0567321228823187,0.096299,0.178082191780822
595,17.6592394466403,0.197574968763703,595.0,Catalina (CSDR2),1004086053334,0.276788,EW,0.355940500000001,0.127105999999998,-0.0174318073969086,0.441849314305529,0.104005,0.50197628458498
1433,12.2026693459227,0.388775576551302,1433.0,Catalina (CSDR2),1004088057779,145.53576,LPV,0.600233899999999,0.3102904,5.13231381735481,1.16263251229517,0.153973,0.489270386266094
1561,18.1117804672897,0.246838314834631,1561.0,Catalina (CSDR2),1004088103400,0.3382578,RRc,0.494690499999999,0.175789,-0.0335787805170815,-0.0115739625917924,0.125185,0.425233644859813
94,14.9746332841122,0.251920051296052,94.0,Catalina (CSDR2),1004090019141,0.60412,RRab,0.240323000000001,0.111500000000001,67.1777107519472,-6.80369159675865,0.096890,0.981308411214953
1391,14.5237212996516,0.142211883126156,1391.0,Catalina (CSDR2),1004090124537,0.5321980,EW,0.2418155,0.108445000000001,-0.817290269927479,0.403825041144392,0.243039,0.278745644599303
670,18.0291561773585,0.209198492205719,670.0,Catalina (CSDR2),1004091048084,0.337422,EW,0.382698000000001,0.136862999999998,2.70736635502973,-0.0865378267342386,0.133819,0.679245283018868
1188,15.2881667722008,0.0888958545885975,1188.0,Catalina (CSDR2),1004091100546,0.281508,EW,0.172833999999999,0.0624430000000018,0.224041089770342,0.347922577087,0.134456,0.393822393822394
622,16.6207762792208,0.104408232752201,622.0,Catalina (CSDR2),1004110031997,0.280626,EW,0.185064500000001,0.0804314999999995,0.844345996805159,0.162019838844487,0.164304,0.461038961038961
140,14.6262797032258,0.33333411970547,140.0,Catalina (CSDR2),1004110114196,0.4656659,EW,0.304152750000002,0.0944820000000011,83.2770136508083,7.79099440415829,0.121990,0.948387096774194
